loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,mths_since_earliest_cr_line,issue_month,y
10000,10000,36,16.29,353.01,C,C4,3,OWN,420000,Source Verified,home_improvement,NY,1.54,1,4,3.0,14,0,922,1.2,32,w,2.0,0,270.0,376438.0,74800.0,174,2013-04,0
24000,24000,60,17.56,603.72,D,D1,9,RENT,57000,Verified,debt_consolidation,LA,16.93,0,0,,9,0,16982,56.0,28,f,0.0,0,0.0,32965.0,30300.0,187,2013-08,0
11500,11500,36,6.62,353.1,A,A2,0,RENT,55000,Source Verified,debt_consolidation,NY,16.16,0,0,,11,0,18511,61.1,29,w,0.0,0,0.0,67963.0,30300.0,205,2014-04,0
8100,8100,36,9.67,260.12,B,B1,2,RENT,53000,Source Verified,credit_card,VT,13.93,0,0,36.0,4,0,11590,90.5,15,w,0.0,0,0.0,12887.0,12800.0,171,2014-04,0
6000,6000,36,10.15,194.03,B,B2,6,RENT,30000,Verified,debt_consolidation,GA,28.47,0,0,,8,0,7429,63.0,16,f,0.0,0,0.0,30841.0,11800.0,170,2014-10,0
2000,2000,36,7.51,62.23,A,A3,5,MORTGAGE,22800,Not Verified,home_improvement,SC,20.68,0,0,,4,0,0,0.0,15,f,0.0,0,,,,186,2011-11,0
15200,15200,60,9.99,322.89,B,B1,10,MORTGAGE,54000,Verified,credit_card,VA,13.36,0,0,,8,0,9307,42.3,35,f,0.0,0,0.0,175688.0,22000.0,287,2013-10,0
6000,6000,36,14.09,205.33,B,B5,7,MORTGAGE,57000,Source Verified,credit_card,SC,29.33,0,3,55.0,13,0,12521,63.6,29,f,0.0,0,,,,320,2012-08,0
2500,2500,36,14.59,86.17,D,D1,8,RENT,54996,Not Verified,major_purchase,NJ,15.45,0,1,,13,0,9592,36.5,16,f,0.0,0,,,,234,2010-04,1
2000,2000,36,17.57,71.88,D,D4,6,RENT,54000,Not Verified,debt_consolidation,OR,14.56,0,0,,5,0,25025,98.1,11,w,0.0,0,0.0,311277.0,25500.0,214,2014-07,0
10000,10000,60,18.24,255.25,D,D5,0,RENT,30000,Verified,debt_consolidation,PA,30.0,1,2,12.0,13,0,4141,49.9,41,w,0.0,0,0.0,9037.0,8300.0,197,2014-05,1
10800,10800,36,12.99,363.85,C,C2,10,RENT,58000,Source Verified,debt_consolidation,CA,21.45,0,0,42.0,8,0,17857,90.6,19,f,0.0,0,0.0,53091.0,19700.0,238,2014-12,1
15000,15000,36,14.59,516.98,D,D1,1,RENT,50000,Not Verified,other,NJ,20.28,0,0,,5,0,35374,95.3,9,f,0.0,0,,,,297,2010-03,0
24450,24450,60,17.57,615.17,D,D4,8,MORTGAGE,49000,Verified,home_improvement,IL,29.95,0,1,39.0,13,0,7659,27.2,34,w,0.0,0,93.0,102258.0,28200.0,249,2014-10,1
20000,20000,36,13.11,674.94,B,B4,2,RENT,125000,Source Verified,credit_card,WA,18.28,0,1,78.0,16,0,28168,69.7,25,f,0.0,0,0.0,60259.0,40400.0,201,2013-03,0
30000,30000,60,19.2,781.53,D,D3,10,OWN,129000,Source Verified,debt_consolidation,NJ,18.8,0,1,,9,0,58872,87.2,19,f,0.0,0,0.0,412832.0,67500.0,204,2013-12,0
10000,10000,36,17.77,360.38,D,D1,5,OWN,53000,Verified,debt_consolidation,NJ,34.12,0,1,,14,0,16712,79.0,22,w,0.0,0,0.0,192977.0,21162.0,163,2012-11,1
12250,12250,36,14.33,420.65,C,C1,10,RENT,41000,Not Verified,debt_consolidation,NM,17.0,0,2,26.0,12,0,9451,38.7,24,f,0.0,0,0.0,20068.0,24400.0,202,2012-11,0
13000,13000,36,9.63,417.23,A,A5,2,MORTGAGE,56000,Source Verified,credit_card,FL,6.81,0,1,,10,0,21456,27.7,16,f,0.0,0,,,,222,2009-05,0
8575,8575,36,7.62,267.21,A,A3,4,MORTGAGE,30000,Not Verified,home_improvement,NY,20.76,4,3,19.0,11,0,2280,24.5,39,f,0.0,0,0.0,56887.0,9300.0,244,2012-11,0
7000,7000,36,12.99,235.83,B,B5,10,MORTGAGE,21850,Source Verified,home_improvement,RI,17.2,0,0,,7,0,9751,68.2,21,f,0.0,0,0.0,100065.0,14300.0,259,2014-03,1
8725,8725,36,9.32,278.74,A,A4,10,MORTGAGE,52000,Verified,small_business,AZ,16.59,0,0,,13,0,43232,41.1,22,f,0.0,0,,,,282,2009-03,1
11200,11200,36,8.9,355.64,A,A5,3,RENT,100000,Source Verified,car,CA,20.35,0,0,,11,0,35695,50.4,35,f,0.0,0,0.0,57013.0,70800.0,257,2014-01,0
9900,9900,36,15.31,344.7,C,C4,2,RENT,80000,Source Verified,major_purchase,TX,18.63,0,1,,8,1,2114,19.5,14,f,0.0,0,0.0,56125.0,11900.0,284,2014-05,1
20000,20000,60,16.29,489.45,C,C4,1,MORTGAGE,84000,Verified,credit_card,CA,18.93,1,0,9.0,7,0,13755,83.4,28,f,0.0,0,0.0,35554.0,16500.0,291,2012-12,1
6000,6000,36,11.67,198.35,B,B4,10,MORTGAGE,107900,Not Verified,home_improvement,MD,22.18,0,0,27.0,16,0,10474,66.3,36,f,0.0,0,116.0,275869.0,15800.0,340,2014-10,0
6000,6000,36,13.05,202.31,B,B5,8,MORTGAGE,42000,Not Verified,debt_consolidation,OH,6.17,0,0,,7,1,6645,51.9,11,f,0.0,0,0.0,6645.0,12800.0,171,2013-09,0
20000,20000,60,13.98,465.16,C,C1,10,MORTGAGE,110000,Verified,debt_consolidation,TX,17.87,0,0,36.0,13,0,15482,58.0,29,f,0.0,0,85.0,198481.0,26700.0,270,2013-12,1
20000,20000,36,20.2,745.32,D,D5,7,MORTGAGE,66000,Verified,home_improvement,LA,17.09,0,3,,8,0,8614,65.8,17,f,0.0,0,0.0,139456.0,13100.0,136,2013-10,1
3600,3600,36,14.84,124.52,D,D1,3,RENT,40050,Not Verified,medical,CA,16.99,0,0,31.0,8,0,3330,33.0,14,f,0.0,0,,,,227,2010-09,0
12000,12000,36,19.52,443.04,E,E2,9,RENT,45000,Source Verified,debt_consolidation,SC,21.63,0,0,,8,0,17089,96.5,10,f,0.0,0,0.0,39267.0,17700.0,150,2014-08,1
10000,10000,36,6.03,304.36,A,A1,2,RENT,132000,Source Verified,debt_consolidation,VA,4.89,0,0,,7,0,1702,3.7,40,f,0.0,0,,,,214,2012-06,0
3500,3500,36,13.65,119.03,C,C1,2,MORTGAGE,55000,Not Verified,other,NM,29.04,0,0,,8,0,2109,18.8,9,f,0.0,0,0.0,67089.0,11200.0,167,2014-03,0
16000,16000,60,21.49,437.28,E,E3,10,RENT,87600,Verified,debt_consolidation,HI,19.43,0,1,77.0,8,0,19276,82.7,29,f,0.0,0,,,,172,2012-07,0
25000,25000,36,12.12,831.8,B,B3,8,MORTGAGE,216000,Verified,other,CA,13.77,0,1,,15,0,24080,31.5,30,f,0.0,0,,,,382,2012-03,0
12000,12000,36,15.31,417.81,C,C2,3,RENT,50400,Not Verified,debt_consolidation,NY,18.49,0,1,,17,0,15954,82.2,48,w,0.0,0,0.0,196802.0,19400.0,234,2013-02,1
6250,6250,36,11.55,206.25,B,B3,4,MORTGAGE,28480,Source Verified,debt_consolidation,MI,17.7,0,0,73.0,9,0,7878,16.2,13,f,0.0,0,0.0,212483.0,48700.0,204,2013-08,0
15250,9700,36,6.54,297.48,A,A4,7,OWN,30000,Not Verified,home_improvement,CA,20.64,0,0,,8,0,10112,64.4,12,f,0.0,0,,,,214,2010-11,0
16000,16000,60,16.29,391.56,D,D2,10,MORTGAGE,41000,Verified,credit_card,NC,21.02,1,0,16.0,9,1,3308,58.0,26,w,1.0,0,7530.0,78255.0,5700.0,265,2014-08,0
15000,15000,36,9.67,481.69,B,B1,2,MORTGAGE,70000,Not Verified,other,NJ,5.62,0,0,,8,0,15764,40.9,19,f,0.0,0,0.0,146293.0,38500.0,176,2013-11,1
10000,10000,60,19.99,264.89,E,E1,10,RENT,37000,Source Verified,debt_consolidation,OH,30.23,0,0,,12,1,3602,34.3,15,f,0.0,0,0.0,17045.0,10500.0,91,2014-02,1
7325,7325,36,18.55,266.85,D,D2,5,MORTGAGE,70000,Not Verified,credit_card,IL,12.86,1,2,6.0,12,0,6387,43.2,31,f,0.0,0,0.0,186371.0,14800.0,332,2013-11,0
8000,8000,36,15.88,280.79,C,C4,1,RENT,64609,Not Verified,other,NY,6.96,0,1,,9,0,18263,68.1,22,w,0.0,0,0.0,70640.0,26800.0,246,2013-07,0
13000,13000,36,11.14,426.47,B,B2,2,MORTGAGE,99000,Source Verified,credit_card,OH,9.6,0,0,,7,0,13198,89.2,11,f,0.0,0,0.0,161796.0,14800.0,179,2013-06,0
9600,9600,60,20.2,255.42,E,E3,0,OWN,35004,Source Verified,debt_consolidation,IL,5.52,0,2,,5,0,5167,68.8,9,f,0.0,0,,,,128,2011-06,1
28775,28775,36,24.5,1136.5,F,F3,10,RENT,127594,Verified,debt_consolidation,VA,13.0,0,2,36.0,10,0,17149,70.9,15,f,0.0,0,0.0,40812.0,24200.0,212,2014-12,1
12000,12000,36,9.67,385.35,B,B1,10,MORTGAGE,40000,Not Verified,credit_card,VA,24.81,0,1,,14,0,5918,58.6,29,f,0.0,0,0.0,25693.0,10100.0,202,2013-11,0
24000,24000,36,20.16,893.85,G,G1,9,RENT,120000,Not Verified,home_improvement,NY,2.35,2,0,8.0,3,0,366,4.3,16,f,0.0,0,,,,312,2010-02,0
5000,5000,36,6.62,153.52,A,A2,10,MORTGAGE,55605,Not Verified,debt_consolidation,FL,15.27,0,0,,12,0,4341,23.6,28,f,0.0,0,0.0,66181.0,18400.0,308,2012-11,0
15000,15000,36,10.16,485.14,B,B1,6,RENT,65000,Not Verified,credit_card,CA,24.28,0,0,,11,1,13297,64.5,27,f,0.0,0,0.0,42619.0,20600.0,253,2013-06,0
1200,1200,36,17.1,42.85,C,C5,10,OWN,33000,Verified,medical,WA,18.0,0,0,,5,1,2950,8.3,11,f,0.0,0,0.0,19051.0,35700.0,150,2013-11,0
21000,21000,36,17.56,754.58,D,D1,5,MORTGAGE,80000,Source Verified,debt_consolidation,AZ,14.33,0,5,,8,0,17440,65.8,9,f,0.0,0,0.0,332605.0,26509.0,147,2013-07,0
28250,28250,36,10.99,924.74,B,B3,0,MORTGAGE,56628,Verified,credit_card,AL,20.58,0,0,79.0,10,0,37848,58.0,27,w,0.0,0,0.0,185326.0,65200.0,461,2014-08,0
15600,15600,36,16.29,550.69,C,C4,10,RENT,68000,Not Verified,credit_card,CA,26.05,0,0,,14,0,16044,53.5,26,f,0.0,0,0.0,64661.0,30000.0,209,2013-04,0
3000,3000,36,11.12,98.39,B,B3,3,RENT,25000,Verified,debt_consolidation,TX,4.75,1,0,2.0,3,0,3958,19.7,9,f,0.0,0,,,,418,2010-10,0
15000,15000,36,10.99,491.01,B,B2,1,OWN,100000,Verified,debt_consolidation,TX,31.85,0,2,,20,0,17044,43.3,61,w,0.0,0,0.0,204177.0,39400.0,257,2013-11,0
7150,7150,36,11.14,234.56,B,B2,10,MORTGAGE,58000,Not Verified,credit_card,MI,23.36,0,1,,12,0,11763,63.9,31,f,0.0,0,,,,305,2012-07,0
30000,30000,60,12.49,674.79,B,B5,2,MORTGAGE,100000,Source Verified,credit_card,CA,24.97,0,1,,13,0,26364,62.9,27,f,0.0,0,0.0,324985.0,72400.0,379,2014-07,0
4000,4000,36,12.18,133.2,B,B4,3,MORTGAGE,60000,Not Verified,debt_consolidation,OR,11.52,1,1,16.0,8,0,17883,73.6,28,f,0.0,0,,,,342,2009-10,0
5000,5000,36,14.33,171.7,C,C2,10,RENT,70000,Source Verified,debt_consolidation,CA,6.21,1,0,11.0,15,0,3589,28.3,18,w,0.0,0,91.0,6260.0,12700.0,178,2013-07,0
10000,10000,36,12.87,336.34,C,C1,9,MORTGAGE,82000,Not Verified,credit_card,WA,12.67,0,3,,13,0,33896,72.7,24,f,0.0,0,,,,224,2009-10,0
15000,15000,36,7.62,467.43,A,A3,3,RENT,110000,Verified,home_improvement,SC,34.66,0,1,67.0,15,0,12799,33.9,39,w,0.0,0,0.0,104940.0,37713.0,236,2013-03,0
20000,20000,36,13.99,683.46,C,C1,2,OWN,46000,Verified,debt_consolidation,FL,18.0,0,1,,14,0,13209,61.4,27,f,0.0,0,,,,246,2012-06,0
6000,6000,36,18.75,219.18,D,D3,0,RENT,40000,Source Verified,wedding,VA,11.52,0,2,,11,0,8237,37.3,47,f,0.0,0,0.0,12154.0,22100.0,202,2013-03,0
35000,35000,60,19.52,917.97,E,E2,0,MORTGAGE,100000,Source Verified,debt_consolidation,NY,18.35,0,4,,10,0,16268,58.3,38,f,0.0,0,0.0,331412.0,27900.0,254,2014-07,1
15500,15500,36,17.27,554.71,C,C5,8,RENT,60000,Source Verified,debt_consolidation,FL,18.46,3,1,18.0,9,0,6077,57.3,23,f,0.0,0,,,,147,2012-08,0
6000,6000,36,7.69,187.17,A,A4,8,RENT,60000,Not Verified,debt_consolidation,CA,22.28,0,0,33.0,11,0,6270,38.5,30,f,0.0,0,0.0,18898.0,16300.0,172,2014-08,0
25000,25000,60,17.93,633.89,E,E5,10,MORTGAGE,700054,Source Verified,debt_consolidation,NY,2.14,0,0,,10,0,29240,84.3,13,f,0.0,0,,,,317,2010-08,1
6100,6100,36,6.62,187.3,A,A2,10,MORTGAGE,42000,Not Verified,house,WI,11.37,0,3,,13,0,6900,12.2,23,f,0.0,0,,,,202,2012-01,0
28000,28000,36,7.9,876.13,A,A4,0,MORTGAGE,84000,Source Verified,debt_consolidation,AL,20.23,0,0,,8,0,19768,46.4,20,w,0.0,0,0.0,344266.0,42600.0,294,2013-11,0
7350,7350,36,12.99,247.62,C,C1,10,RENT,45000,Source Verified,debt_consolidation,CA,15.01,0,0,36.0,7,0,5619,53.0,20,w,0.0,0,0.0,19190.0,10600.0,190,2014-07,0
2000,2000,36,12.99,67.38,C,C2,10,OWN,48000,Not Verified,debt_consolidation,TX,26.1,0,0,,9,0,21855,86.4,17,f,0.0,0,0.0,153346.0,25300.0,213,2014-11,0
6000,6000,36,12.49,200.7,B,B4,4,RENT,48000,Source Verified,credit_card,TX,21.2,0,0,,9,1,8301,84.7,19,w,0.0,0,725.0,24992.0,9800.0,216,2014-04,0
21200,21200,60,18.75,547.03,D,D3,10,MORTGAGE,105000,Verified,debt_consolidation,OH,14.33,0,1,,8,1,4292,46.7,35,w,0.0,0,0.0,269622.0,9200.0,303,2013-04,0
35000,35000,36,14.33,1201.84,C,C1,8,MORTGAGE,110000,Source Verified,debt_consolidation,WA,11.37,0,0,,11,0,47877,61.4,19,f,0.0,0,0.0,464373.0,78000.0,298,2012-12,0
22000,22000,36,20.86,827.33,G,G4,10,MORTGAGE,220000,Verified,small_business,MD,10.81,0,4,,13,0,109901,66.5,43,f,0.0,0,,,,253,2009-10,1
1000,1000,36,16.32,35.32,D,D5,1,RENT,12000,Not Verified,debt_consolidation,FL,0.0,0,1,70.0,3,0,0,0.0,7,f,0.0,0,,,,206,2010-06,0
9925,9925,36,9.99,320.21,B,B1,2,MORTGAGE,42000,Verified,debt_consolidation,CA,11.37,0,0,,15,0,16391,74.5,20,f,0.0,0,0.0,319196.0,22000.0,197,2013-11,0
8000,8000,36,14.16,274.05,C,C2,1,RENT,50000,Source Verified,credit_card,IL,34.89,0,1,40.0,13,0,10545,90.1,50,f,0.0,0,0.0,315575.0,11700.0,195,2014-02,0
25000,25000,60,20.49,669.19,E,E2,1,MORTGAGE,85000,Not Verified,debt_consolidation,FL,22.23,0,1,,28,0,15956,73.2,37,w,0.0,0,0.0,221668.0,21800.0,130,2014-05,0
6350,6350,36,17.77,228.84,D,D1,0,RENT,30000,Source Verified,debt_consolidation,MN,13.64,0,1,,7,0,7539,90.8,19,f,0.0,0,0.0,12220.0,8300.0,128,2013-06,0
22875,22875,60,20.99,618.72,E,E3,1,RENT,50000,Source Verified,debt_consolidation,CA,26.64,0,0,,8,0,18708,93.5,12,f,0.0,0,,,,397,2012-07,0
18000,18000,36,6.99,555.71,A,A3,0,MORTGAGE,81420,Source Verified,debt_consolidation,NJ,18.56,1,0,18.0,10,0,26398,73.6,27,w,0.0,0,0.0,296297.0,35100.0,473,2014-11,0
10000,10000,36,17.58,359.43,D,D4,3,MORTGAGE,72540,Verified,debt_consolidation,WA,6.77,0,0,,8,0,9864,96.7,21,f,0.0,0,,,,256,2012-01,0
3000,3000,36,9.32,95.85,A,A4,4,RENT,45000,Verified,moving,CA,17.04,0,0,55.0,5,0,2009,14.3,13,f,0.0,0,,,,261,2009-05,0
18000,18000,36,10.99,589.22,B,B2,0,MORTGAGE,101000,Source Verified,debt_consolidation,GA,5.99,1,0,7.0,5,0,26645,51.7,17,w,0.0,0,0.0,243541.0,51500.0,228,2014-01,0
35000,35000,60,23.33,993.32,F,F5,10,MORTGAGE,74872,Verified,debt_consolidation,MD,15.24,0,0,26.0,5,0,9426,89.8,10,f,0.0,0,,,,137,2012-06,0
11100,11100,36,11.14,364.14,B,B2,5,MORTGAGE,32000,Verified,debt_consolidation,PA,24.94,0,0,29.0,10,0,5878,33.4,32,w,0.0,0,0.0,54541.0,17600.0,361,2012-12,0
13000,13000,36,10.99,425.55,B,B3,10,RENT,90000,Verified,debt_consolidation,CA,12.8,3,0,20.0,14,0,7053,66.5,29,w,0.0,0,0.0,20358.0,10600.0,297,2014-06,0
12000,12000,36,15.88,421.18,C,C4,10,MORTGAGE,92000,Verified,home_improvement,OH,22.37,0,0,,13,0,14277,96.5,35,w,0.0,0,0.0,232552.0,14800.0,173,2013-07,0
22750,22750,36,17.27,814.16,C,C5,4,RENT,60000,Verified,small_business,PA,17.46,1,1,22.0,8,0,1640,34.2,14,f,0.0,0,,,,272,2012-07,0
22000,22000,36,8.6,695.51,A,A4,10,MORTGAGE,73000,Verified,debt_consolidation,WA,10.87,0,0,,11,0,29436,74.9,37,w,0.0,0,0.0,332551.0,39300.0,324,2013-10,0
12000,12000,36,13.99,410.08,C,C1,1,RENT,42000,Verified,debt_consolidation,FL,19.66,0,0,,5,0,11667,86.4,6,f,0.0,0,,,,144,2012-04,1
20000,20000,36,11.14,656.11,B,B2,10,OWN,58506,Verified,debt_consolidation,FL,23.93,0,1,,9,0,10403,55.0,15,w,0.0,0,0.0,35753.0,18900.0,286,2013-07,0
20500,20500,36,6.03,623.93,A,A1,5,MORTGAGE,47000,Verified,house,FL,25.28,0,1,,6,0,0,0.0,38,f,0.0,0,0.0,126141.0,15000.0,172,2013-08,0
24000,24000,36,9.25,765.99,A,A5,10,MORTGAGE,118000,Source Verified,credit_card,NM,18.05,0,0,,9,0,20097,78.2,20,f,0.0,0,0.0,303985.0,25700.0,324,2013-09,0
10000,10000,36,13.98,341.68,C,C3,4,RENT,72000,Not Verified,other,TX,27.23,0,0,,14,0,41258,81.1,26,w,0.0,0,0.0,107212.0,50900.0,197,2014-10,0
5000,5000,36,15.1,173.58,C,C2,2,RENT,120000,Verified,home_improvement,TX,8.71,0,0,,16,0,8660,49.8,17,f,0.0,0,0.0,77086.0,17400.0,94,2013-11,0
8000,8000,36,8.9,254.03,A,A5,9,RENT,25000,Not Verified,credit_card,GA,13.1,0,0,,4,0,13373,44.6,8,f,0.0,0,0.0,13373.0,30000.0,212,2013-07,0
13250,13250,36,14.33,454.99,C,C1,6,RENT,42000,Not Verified,debt_consolidation,NY,17.97,0,1,,9,0,10263,34.2,12,f,0.0,0,0.0,32556.0,30000.0,143,2013-01,0
10000,10000,36,6.03,304.36,A,A1,4,MORTGAGE,70000,Not Verified,debt_consolidation,VA,16.2,0,1,,8,0,6619,29.7,20,w,0.0,0,0.0,280143.0,22300.0,195,2014-05,0
20600,20600,60,21.18,559.39,E,E3,7,MORTGAGE,56056,Not Verified,debt_consolidation,OH,22.16,0,1,,17,1,7801,70.3,47,f,1.0,0,93.0,192472.0,11100.0,269,2014-02,1
14825,14825,36,10.16,479.48,B,B1,6,RENT,38000,Source Verified,other,MD,16.93,0,0,,13,0,6993,11.8,23,f,0.0,0,0.0,13018.0,59300.0,190,2013-06,1
3000,3000,36,7.62,93.49,A,A3,7,RENT,34560,Not Verified,debt_consolidation,IL,16.53,0,3,,6,0,654,16.3,6,f,0.0,0,0.0,5214.0,4000.0,114,2012-12,0
17050,17050,60,17.77,430.83,D,D1,4,MORTGAGE,38000,Verified,debt_consolidation,KS,23.73,0,0,,18,0,9528,55.1,33,w,0.0,0,0.0,102425.0,17300.0,236,2012-12,1
9100,9100,36,13.65,309.48,C,C1,7,OWN,80000,Source Verified,debt_consolidation,CA,24.38,0,0,27.0,10,0,17419,64.0,24,f,0.0,0,0.0,68018.0,27200.0,190,2014-04,0
9600,9600,60,10.75,207.54,B,B2,5,RENT,52000,Source Verified,debt_consolidation,CA,10.06,0,3,50.0,11,0,7312,23.0,24,f,0.0,0,,,,242,2010-09,1
4500,4500,36,14.33,154.53,C,C1,6,MORTGAGE,39000,Verified,credit_card,NC,31.66,0,1,,19,0,15298,59.3,34,f,0.0,0,0.0,66526.0,25800.0,143,2013-05,0
8000,8000,36,7.62,249.3,A,A3,7,MORTGAGE,53000,Not Verified,debt_consolidation,FL,11.13,0,2,,6,0,10218,34.5,10,w,0.0,0,0.0,13240.0,29600.0,164,2012-11,0
12000,12000,60,19.29,313.21,E,E4,6,RENT,51000,Not Verified,debt_consolidation,CA,11.81,0,1,,6,0,10849,81.0,7,f,0.0,0,,,,165,2011-06,0
10550,10550,36,11.67,348.76,B,B4,1,MORTGAGE,40000,Source Verified,debt_consolidation,MO,16.98,0,0,,3,0,2663,25.6,15,w,0.0,0,0.0,42003.0,10400.0,165,2014-08,0
4400,4400,36,10.59,143.2,B,B2,7,OWN,26496,Verified,debt_consolidation,AR,22.55,0,0,81.0,9,0,2594,48.9,13,f,0.0,0,,,,162,2011-08,0
15000,15000,36,12.12,499.08,B,B3,0,RENT,105000,Source Verified,debt_consolidation,MA,10.23,0,1,,9,0,11692,56.5,9,w,0.0,0,0.0,40220.0,20700.0,179,2013-04,0
3000,3000,36,21.48,113.77,E,E2,7,MORTGAGE,107000,Verified,medical,CA,10.95,4,0,9.0,2,0,0,0.0,22,f,0.0,0,0.0,468282.0,3000.0,221,2014-01,0
16800,16800,60,13.11,383.2,B,B4,10,MORTGAGE,42000,Verified,credit_card,IN,17.77,0,0,,7,1,9621,70.7,14,w,0.0,0,0.0,134856.0,13600.0,417,2013-05,0
24000,24000,36,14.98,831.74,C,C3,2,RENT,100000,Verified,small_business,CA,1.72,0,1,,4,0,4447,21.2,4,f,0.0,0,0.0,4447.0,21000.0,308,2013-12,0
32000,32000,60,25.83,954.88,G,G2,6,MORTGAGE,92000,Verified,debt_consolidation,CA,4.56,1,1,11.0,9,0,18846,78.5,28,f,0.0,0,0.0,322477.0,24000.0,230,2013-10,0
15350,10975,60,17.49,275.66,D,D5,0,MORTGAGE,90000,Verified,debt_consolidation,IL,19.87,0,0,,19,0,33714,90.1,63,f,0.0,0,,,,366,2011-07,0
7000,7000,36,16.2,246.8,C,C4,8,MORTGAGE,285000,Source Verified,debt_consolidation,NJ,24.64,2,1,8.0,21,0,56566,92.3,46,f,0.0,0,0.0,577670.0,78500.0,383,2013-11,0
13000,13000,36,9.67,417.47,B,B1,2,RENT,60000,Source Verified,debt_consolidation,PA,19.48,2,1,14.0,12,0,1158,3.2,25,w,0.0,0,0.0,85611.0,36200.0,299,2014-04,1
15000,15000,36,8.9,476.3,A,A5,6,MORTGAGE,130000,Source Verified,credit_card,KY,14.94,0,0,,13,1,11770,35.6,28,f,0.0,0,0.0,189408.0,33100.0,188,2013-05,1
1575,1575,36,9.76,50.65,B,B1,10,MORTGAGE,54000,Source Verified,debt_consolidation,OR,22.71,0,0,,9,0,31379,73.1,12,f,0.0,0,,,,328,2012-04,1
13000,13000,60,14.33,304.72,C,C1,10,MORTGAGE,62000,Verified,credit_card,GA,16.51,0,0,35.0,13,0,12444,44.8,44,f,0.0,0,0.0,162479.0,27781.0,194,2013-05,0
28000,28000,36,13.11,944.92,B,B4,5,MORTGAGE,125000,Verified,small_business,TX,16.99,0,0,,11,0,10670,13.1,26,f,0.0,0,0.0,178973.0,81600.0,277,2013-01,0
18000,18000,60,12.12,401.5,B,B3,10,MORTGAGE,79000,Verified,credit_card,IN,21.21,0,0,63.0,6,0,38536,88.0,31,f,0.0,0,0.0,243797.0,54000.0,189,2013-06,0
24000,24000,60,15.22,573.74,C,C3,2,MORTGAGE,64000,Verified,credit_card,CA,27.53,0,0,,7,0,13223,79.7,8,f,0.0,0,0.0,58369.0,16584.0,111,2013-09,0
5850,5850,36,5.79,177.42,A,A2,0,RENT,70000,Not Verified,debt_consolidation,CA,20.91,0,0,,6,0,25020,72.9,18,f,0.0,0,,,,275,2011-01,0
9000,9000,36,11.99,298.89,B,B3,1,RENT,76000,Not Verified,credit_card,OK,24.93,0,0,,12,0,40359,56.8,21,f,0.0,0,0.0,69822.0,71000.0,223,2014-02,0
12000,12000,36,6.62,368.45,A,A2,4,RENT,90000,Source Verified,debt_consolidation,FL,10.75,0,0,,8,0,16793,46.4,11,f,0.0,0,,,,185,2011-10,0
9000,9000,60,7.88,181.98,A,A5,10,OWN,60000,Verified,debt_consolidation,SC,2.3,0,0,,8,0,6535,9.2,28,f,0.0,0,,,,298,2010-10,0
15000,15000,36,10.99,491.01,B,B3,10,MORTGAGE,60320,Source Verified,debt_consolidation,IN,25.11,0,0,47.0,9,0,14529,68.9,30,f,0.0,0,0.0,45710.0,21100.0,170,2014-07,0
16000,16000,36,14.16,548.09,C,C2,4,MORTGAGE,60000,Source Verified,debt_consolidation,LA,8.04,1,3,12.0,11,0,14404,42.1,31,w,0.0,0,0.0,14404.0,34200.0,290,2014-02,0
20825,20825,36,17.54,748.08,G,G4,0,MORTGAGE,69000,Not Verified,small_business,NV,14.71,1,2,17.0,12,0,4668,55.6,28,f,0.0,0,,,,283,2007-12,1
16000,16000,36,5.79,485.24,A,A2,6,RENT,80000,Source Verified,credit_card,CO,8.31,0,0,,8,0,482,5.1,12,f,0.0,0,,,,203,2011-04,0
25725,25725,60,16.29,629.56,D,D2,8,RENT,56000,Source Verified,debt_consolidation,OR,23.03,0,0,,11,0,28969,43.4,23,w,0.0,0,0.0,28969.0,66700.0,208,2014-06,1
16000,16000,36,6.03,486.97,A,A1,10,MORTGAGE,65000,Not Verified,debt_consolidation,NV,16.93,0,0,,14,0,31759,39.1,37,f,0.0,0,0.0,187619.0,81300.0,333,2013-05,0
23450,23450,60,16.99,582.67,D,D3,1,MORTGAGE,56000,Source Verified,debt_consolidation,OH,17.55,0,0,,9,1,12330,55.5,29,w,0.0,0,3244.0,120283.0,22200.0,273,2014-05,1
8500,8500,36,6.62,260.99,A,A2,10,MORTGAGE,50000,Not Verified,debt_consolidation,MI,17.92,0,2,,17,0,7308,24.3,33,f,0.0,0,,,,473,2012-08,0
9600,9600,36,8.19,301.68,A,A5,10,OWN,115000,Not Verified,home_improvement,GA,12.45,0,2,36.0,16,0,39149,52.4,35,w,0.0,0,218.0,260421.0,74700.0,329,2014-11,0
15000,15000,36,16.0,527.36,D,D5,7,RENT,96000,Not Verified,debt_consolidation,NY,11.13,2,2,14.0,13,0,14337,56.4,26,f,0.0,0,,,,225,2010-01,0
8000,8000,36,6.76,246.14,A,A2,2,MORTGAGE,100000,Verified,moving,TX,23.44,0,1,,21,0,4327,22.8,53,f,0.0,0,,,,513,2010-08,0
